180215113805.412|4|0x68587d586c6d7504aa4d4a5cc55085a8a8b508cf6c4e2e9b1b72be8cf6ece9d1|0x68587d586c6d7504aa4d4a5cc55085a8a8b508cf6c4e2e9b1b72be8cf6ece9d1|0x68587d586c6d7504aa4d4a5cc55085a8a8b508cf6c4e2e9b1b72be8cf6ece9d1
180215113805.414|15|0xc8aa43cb259e9d0c665ed18e6f407d51c0782b5f0704e7f9fd1747ca4d6f0f65|0xc8aa43cb259e9d0c665ed18e6f407d51c0782b5f0704e7f9fd1747ca4d6f0f65|0xc8aa43cb259e9d0c665ed18e6f407d51c0782b5f0704e7f9fd1747ca4d6f0f65
180215113805.415|19|0xd82cd5000ce0b39f5a04e12e427cda4ca87c72a7a7c5ec09a2a086441f19d180|0xd82cd5000ce0b39f5a04e12e427cda4ca87c72a7a7c5ec09a2a086441f19d180|0xd82cd5000ce0b39f5a04e12e427cda4ca87c72a7a7c5ec09a2a086441f19d180
180215113805.419|29|0x25caca665de3a038e32184ecf81eb1b7fcda3c5fb2210b9f42a3551510ff3165|0x25caca665de3a038e32184ecf81eb1b7fcda3c5fb2210b9f42a3551510ff3165|0x25caca665de3a038e32184ecf81eb1b7fcda3c5fb2210b9f42a3551510ff3165
180215113805.427|3|0xf3bb11381621a6cbddb52025903e5c5e2fb67ef9a5fc71384655e1e1d70b3a5a|0xf3bb11381621a6cbddb52025903e5c5e2fb67ef9a5fc71384655e1e1d70b3a5a|0xf3bb11381621a6cbddb52025903e5c5e2fb67ef9a5fc71384655e1e1d70b3a5a
180215113805.428|10|0xc83a864103438bb74e7436c6bb6e5c9ab41215246331bb439ef6e39fabfd32e5|0xc83a864103438bb74e7436c6bb6e5c9ab41215246331bb439ef6e39fabfd32e5|0xc83a864103438bb74e7436c6bb6e5c9ab41215246331bb439ef6e39fabfd32e5
180215113805.430|12|0xe987f1cf310fdc1eafb4151143040e27385f8babf16e628b8804b74c3518727a|0xe987f1cf310fdc1eafb4151143040e27385f8babf16e628b8804b74c3518727a|0xe987f1cf310fdc1eafb4151143040e27385f8babf16e628b8804b74c3518727a
180215113805.431|16|0x4973083b467f8cda6b1db6d6a1bcf6a1a2095d9a7e5f61205972739f6b9c4862|0x4973083b467f8cda6b1db6d6a1bcf6a1a2095d9a7e5f61205972739f6b9c4862|0x4973083b467f8cda6b1db6d6a1bcf6a1a2095d9a7e5f61205972739f6b9c4862
180215113805.433|17|0xa78d498daf50609174d53d97df186e0df162616aadd8d2471007bc8b2afc8da6|0xa78d498daf50609174d53d97df186e0df162616aadd8d2471007bc8b2afc8da6|0xa78d498daf50609174d53d97df186e0df162616aadd8d2471007bc8b2afc8da6
180215113805.436|27|0x3be694328ee11f24f7a48ab999a565e58a4499f9ba449c2cebd06ae3899f2b57|0x3be694328ee11f24f7a48ab999a565e58a4499f9ba449c2cebd06ae3899f2b57|0x3be694328ee11f24f7a48ab999a565e58a4499f9ba449c2cebd06ae3899f2b57
180215113805.437|1|0x2d89dc71ca748875230b9473be973e8cffdfd099c49a5d578a7da316d2b0ff6b|0x2d89dc71ca748875230b9473be973e8cffdfd099c49a5d578a7da316d2b0ff6b|0x2d89dc71ca748875230b9473be973e8cffdfd099c49a5d578a7da316d2b0ff6b
180215113805.438|6|0x8ab292b3c7fc6ee7a8bef031a3542483eca55cd2934e108dacbdfece60af7933|0x8ab292b3c7fc6ee7a8bef031a3542483eca55cd2934e108dacbdfece60af7933|0x8ab292b3c7fc6ee7a8bef031a3542483eca55cd2934e108dacbdfece60af7933
180215113805.440|7|0x0d58ffb5722a4a4305a459ffd5f179166f6d5b439549731fdac62b9c477ae02f|0x0d58ffb5722a4a4305a459ffd5f179166f6d5b439549731fdac62b9c477ae02f|0x0d58ffb5722a4a4305a459ffd5f179166f6d5b439549731fdac62b9c477ae02f
180215113805.441|11|0xf3c2ee9c8fdd4488c975cfa15c57de284ac74371f6406b6642138064fa7daee9|0xf3c2ee9c8fdd4488c975cfa15c57de284ac74371f6406b6642138064fa7daee9|0xf3c2ee9c8fdd4488c975cfa15c57de284ac74371f6406b6642138064fa7daee9
180215113805.442|13|0x3fe9d3222d447fd775930a629fabe8e229c8a2029d15e2150a9ef6c9d7424b57|0x3fe9d3222d447fd775930a629fabe8e229c8a2029d15e2150a9ef6c9d7424b57|0x3fe9d3222d447fd775930a629fabe8e229c8a2029d15e2150a9ef6c9d7424b57
180215113805.443|28|0x6e49db1af7b31762ebe7f818657e0d5a74ca1f35d7769903e0392f351591ae37|0x6e49db1af7b31762ebe7f818657e0d5a74ca1f35d7769903e0392f351591ae37|0x6e49db1af7b31762ebe7f818657e0d5a74ca1f35d7769903e0392f351591ae37
180215113805.445|24|0x9972db02bf87426fb3ecdc7f2c00c61755f8853335a8735647c074d8711ee9d2|0x9972db02bf87426fb3ecdc7f2c00c61755f8853335a8735647c074d8711ee9d2|0x9972db02bf87426fb3ecdc7f2c00c61755f8853335a8735647c074d8711ee9d2
180215113805.447|23|0x5a647d2deb59be025986b920122e10508c5b9f07dd9b96483c90391008250a41|0x5a647d2deb59be025986b920122e10508c5b9f07dd9b96483c90391008250a41|0x5a647d2deb59be025986b920122e10508c5b9f07dd9b96483c90391008250a41
180215113805.447|2|0xea3fcbc9aeb0ca45cf0e5102ad594a95c350a1eff2c68823248318a9b867e198|0xea3fcbc9aeb0ca45cf0e5102ad594a95c350a1eff2c68823248318a9b867e198|0xea3fcbc9aeb0ca45cf0e5102ad594a95c350a1eff2c68823248318a9b867e198
180215113805.449|5|0x30e4e1e5feb0a6a899c0b49f10f7245fe986482c0a54331af450ba6c7bc06c2a|0x30e4e1e5feb0a6a899c0b49f10f7245fe986482c0a54331af450ba6c7bc06c2a|0x30e4e1e5feb0a6a899c0b49f10f7245fe986482c0a54331af450ba6c7bc06c2a
180215113805.453|8|0x9aabef458b8d7612892e0400e8e8efad05d41c264a319019a31dd00cda2bdc78|0x9aabef458b8d7612892e0400e8e8efad05d41c264a319019a31dd00cda2bdc78|0x9aabef458b8d7612892e0400e8e8efad05d41c264a319019a31dd00cda2bdc78
180215113805.455|20|0xf5812df15fbb9ad5744e4c04f0858e80549c44b0990f2fb7a4b32d25fc1c2704|0xf5812df15fbb9ad5744e4c04f0858e80549c44b0990f2fb7a4b32d25fc1c2704|0xf5812df15fbb9ad5744e4c04f0858e80549c44b0990f2fb7a4b32d25fc1c2704
180215113805.456|48|0x698fcd942f36f0f8f6af30a8869c65f4d2da47699728778a3454213300e6ba57|0x698fcd942f36f0f8f6af30a8869c65f4d2da47699728778a3454213300e6ba57|0x698fcd942f36f0f8f6af30a8869c65f4d2da47699728778a3454213300e6ba57
180215113805.456|21|0xce7acb40712e669f6c748e8d0a4a891760f29603f030054898ed3e1f36e038c5|0xce7acb40712e669f6c748e8d0a4a891760f29603f030054898ed3e1f36e038c5|0xce7acb40712e669f6c748e8d0a4a891760f29603f030054898ed3e1f36e038c5
180215113842.949|36|0x028750786ad115b2b25b117b46dfc275bf66763a6222bbd39b462276b29c620a|0x028750786ad115b2b25b117b46dfc275bf66763a6222bbd39b462276b29c620a|0x028750786ad115b2b25b117b46dfc275bf66763a6222bbd39b462276b29c620a
180215113842.950|30|0xa4b0580900d4852619f2e85ed6225539e35be91c3ffe6f531cfe457c9dbbe478|0xa4b0580900d4852619f2e85ed6225539e35be91c3ffe6f531cfe457c9dbbe478|0xa4b0580900d4852619f2e85ed6225539e35be91c3ffe6f531cfe457c9dbbe478
180215113842.950|31|0x8cae69030cdca3f00454a38949473f2a28cb5d73aeaf1a79d76069de8d77d13c|0x8cae69030cdca3f00454a38949473f2a28cb5d73aeaf1a79d76069de8d77d13c|0x8cae69030cdca3f00454a38949473f2a28cb5d73aeaf1a79d76069de8d77d13c
180215113842.951|32|0x7af6648a0b5cb489c4613d8503a7c8a6a81304a7287e4e7c6d8c7d1c87187241|0x7af6648a0b5cb489c4613d8503a7c8a6a81304a7287e4e7c6d8c7d1c87187241|0x7af6648a0b5cb489c4613d8503a7c8a6a81304a7287e4e7c6d8c7d1c87187241
180215113842.952|33|0x8ded703508d39b459563448f60f5c147d2731f0adb074802a05f2011042b2736|0x8ded703508d39b459563448f60f5c147d2731f0adb074802a05f2011042b2736|0x8ded703508d39b459563448f60f5c147d2731f0adb074802a05f2011042b2736
