180213110038.145|2|0x8d29334d6cbae00c144490172b8f4e7730ea6c354ffab68000bbd7dc39d723da|0x8d29334d6cbae00c144490172b8f4e7730ea6c354ffab68000bbd7dc39d723da|0x8d29334d6cbae00c144490172b8f4e7730ea6c354ffab68000bbd7dc39d723da
180213110038.646|5|0x78c720869c3a8c29298b3e28af252c05449580edc275b2fe52ccc6be95360245|0x78c720869c3a8c29298b3e28af252c05449580edc275b2fe52ccc6be95360245|0x78c720869c3a8c29298b3e28af252c05449580edc275b2fe52ccc6be95360245
180213110038.651|14|0xb13e152ec24d58ca0ee6a8abef7f3ab83dd08363910caace364c5e1a1087dd50|0xb13e152ec24d58ca0ee6a8abef7f3ab83dd08363910caace364c5e1a1087dd50|0xb13e152ec24d58ca0ee6a8abef7f3ab83dd08363910caace364c5e1a1087dd50
180213110038.651|6|0xdb4ddc45a309f2b175555fa3d667e2c5502d75f7aa5bc39e965ba76b6f157269|0xdb4ddc45a309f2b175555fa3d667e2c5502d75f7aa5bc39e965ba76b6f157269|0xdb4ddc45a309f2b175555fa3d667e2c5502d75f7aa5bc39e965ba76b6f157269
180213110038.659|3|0x5a8876f3fd0ba499e9c8d5163592ab98c07e3f98d197163c2d39cfd182070ad7|0x5a8876f3fd0ba499e9c8d5163592ab98c07e3f98d197163c2d39cfd182070ad7|0x5a8876f3fd0ba499e9c8d5163592ab98c07e3f98d197163c2d39cfd182070ad7
180213110038.660|10|0xfb87a842de987010e4b8b6800efb2b683b4f713e90dd56b7870991856ac31294|0xfb87a842de987010e4b8b6800efb2b683b4f713e90dd56b7870991856ac31294|0xfb87a842de987010e4b8b6800efb2b683b4f713e90dd56b7870991856ac31294
180213110038.660|11|0x4cb72486c4c7d5895b8f1b423f39eda506b83d79b50aa30ce00e3534047818d7|0x4cb72486c4c7d5895b8f1b423f39eda506b83d79b50aa30ce00e3534047818d7|0x4cb72486c4c7d5895b8f1b423f39eda506b83d79b50aa30ce00e3534047818d7
180213110038.663|4|0x72c4167106cbea5808c5028847a7b6d64ea5cfe906ac164f1fc86b1b34c7d027|0x72c4167106cbea5808c5028847a7b6d64ea5cfe906ac164f1fc86b1b34c7d027|0x72c4167106cbea5808c5028847a7b6d64ea5cfe906ac164f1fc86b1b34c7d027
180213110038.663|7|0x518878ced83b6c052747b0c3dd948dd8b2b457e53a0b78fdfbf4dca5a0c7e361|0x518878ced83b6c052747b0c3dd948dd8b2b457e53a0b78fdfbf4dca5a0c7e361|0x518878ced83b6c052747b0c3dd948dd8b2b457e53a0b78fdfbf4dca5a0c7e361
180213110038.669|8|0x74eaab7e586ea4d3328b75b045710769918b3f2af6a42fbdb3a6674f3272d8ff|0x74eaab7e586ea4d3328b75b045710769918b3f2af6a42fbdb3a6674f3272d8ff|0x74eaab7e586ea4d3328b75b045710769918b3f2af6a42fbdb3a6674f3272d8ff
